date,BagQty,ItemQty,PackQty,PatientQty,month,weekday
1971-07-31,994.3914376576292,2507.498227535014,4193.919265866977,764.2890801936614,July,Saturday
1971-08-31,987.4487484505597,2824.9641861141836,4028.3409441545846,751.693290249041,August,Tuesday
1971-09-30,871.7693022964185,2446.003240606457,3915.818247200152,732.1728547617531,September,Thursday
1971-10-31,871.8398959912356,2765.042736913908,4111.810639192225,768.767043784349,October,Sunday
1971-11-30,848.9005474309398,2695.5283558291867,3747.00507198434,751.3919213072184,November,Tuesday
1971-12-31,994.1419155196954,2532.099089713392,3774.4991820996734,756.5270870847937,December,Friday
1972-01-31,909.4578582495723,2511.0460925413586,3685.287393731708,715.118433555957,January,Monday
1972-02-29,882.2080226303475,2455.827736582973,4010.558099664844,762.1414997013029,February,Tuesday
1972-03-31,889.5408403514092,2713.0329022538294,4103.345280653734,697.4291076535292,March,Friday
1972-04-30,839.3664336796164,2547.8987583261555,4103.325396107897,768.4651103186961,April,Sunday
1972-05-31,1017.2708150211533,2615.3414398650684,3811.114016662153,755.8754614407533,May,Wednesday
1972-06-30,844.5512552740956,2731.4831240040476,4177.463556600543,732.9989721627272,June,Friday
1972-07-31,890.931677968047,2694.114503383887,3951.226931285952,788.1659011148279,July,Monday
1972-08-31,868.4428108163223,2755.099768537979,4234.489555740448,778.1327186807392,August,Thursday
1972-09-30,927.4768600072111,2777.963254995257,3962.28739612551,737.3067232664874,September,Saturday
1972-10-31,999.6230535817476,2612.7187283603357,3964.441902585222,752.5463902640337,October,Tuesday
1972-11-30,865.7006574803856,2700.0911011526728,3835.553780567525,713.7536139922041,November,Thursday
1972-12-31,949.9705521666871,2565.3036856370695,3706.036041835686,736.2719301060691,December,Sunday
1973-01-31,847.0957517252011,2784.720184102183,3933.859032038379,739.8041946724935,January,Wednesday
1973-02-28,840.7728070615582,2572.1777355015115,3706.767528474361,704.0627093749374,February,Wednesday
1973-03-31,886.6808815105109,2494.905448689029,3901.0314143935216,782.3318718550981,March,Saturday
1973-04-30,937.0353007428031,2611.6724830745807,4032.9402231482654,719.8096690780445,April,Monday
1973-05-31,939.4258687865432,2432.8676854376818,4125.071406311286,760.0648177293388,May,Thursday
1973-06-30,893.0613174760093,2719.290922751632,4051.4158674757105,786.5756238065745,June,Saturday
1973-07-31,895.8674794865324,2832.998799714449,4254.987807320652,702.9657865921766,July,Tuesday
1973-08-31,1009.3774210687435,2429.49170163796,3975.771539450863,702.5196311567346,August,Friday
1973-09-30,906.5566612159553,2628.1987248474256,3702.340553856614,748.7496595170702,September,Sunday
1973-10-31,921.337968484323,2436.872122678313,3740.314502570323,683.630788954745,October,Wednesday
1973-11-30,968.6527211774976,2466.52729457463,3837.290646083389,708.7718969445978,November,Friday
1973-12-31,999.2453624535245,2777.666505926356,3736.6590357128525,757.4605582334764,December,Monday
1974-01-31,852.5698670111574,2660.2391311547995,4008.762032342993,728.4528778452336,January,Thursday
1974-02-28,999.8280688014955,2756.0492528292716,3791.808555550061,774.8987848110464,February,Thursday
1974-03-31,950.4429028189616,2839.4613774627774,3887.8797183155034,713.6802822381816,March,Sunday
1974-04-30,875.2733212489096,2644.9923152007373,3854.0966169157687,769.2148515747712,April,Tuesday
1974-05-31,894.1629804318469,2606.4578142180303,3800.4512704872323,787.5466054301977,May,Friday
1974-06-30,1006.1551778663677,2665.117217160541,4173.011424215943,702.5597265005599,June,Sunday
1974-07-31,967.4487592820863,2725.0722821265044,3779.128643762006,690.3400612476578,July,Wednesday
1974-08-31,882.9734424614068,2526.0720223226463,3668.7436329745155,767.3337941106491,August,Saturday
1974-09-30,973.8354519648692,2647.1854121138604,4250.193880488996,714.3549249695619,September,Monday
1974-10-31,920.7870049263605,2479.9416527752624,3741.6585625927105,699.8398967477527,October,Thursday
1974-11-30,864.7142724274944,2803.2140289219446,4096.552974265259,678.9646802397066,November,Saturday
1974-12-31,865.3443725731133,2694.745051178593,3833.867092494937,678.844661044737,December,Tuesday
1975-01-31,936.8340750258706,2775.0355099868502,3957.266060400704,716.8175830750048,January,Friday
1975-02-28,850.1016702561906,2601.584400622167,3840.769382711461,784.3080972684886,February,Friday
1975-03-31,876.1079636804966,2682.2314795516136,3959.3697021081134,784.4660097383578,March,Monday
1975-04-30,841.2227073664709,2673.3058899060925,3712.0937380242735,766.1569369255386,April,Wednesday
1975-05-31,893.1627329752648,2485.2327010943786,3847.566418296131,748.6098890576629,May,Saturday
1975-06-30,962.4036260544157,2837.472180979676,3860.219511983824,740.2627606374335,June,Monday
1975-07-31,969.124868367365,2544.1014226444104,4238.846772663152,741.6022303874923,July,Thursday
1975-08-31,915.0416969675322,2675.6692196098147,3697.50844200246,706.7292643871268,August,Sunday
1975-09-30,932.0645260954194,2573.578778294055,4138.323527278296,699.8227250448093,September,Tuesday
1975-10-31,954.5612966511053,2669.8962615205764,4072.344191886437,714.2434822631938,October,Friday
1975-11-30,959.4257843875522,2798.7455251031056,4225.740142312774,764.970185882807,November,Sunday
1975-12-31,1008.5288297475275,2534.88002711911,3649.687469909609,757.008236245485,December,Wednesday
1976-01-31,929.5606070114359,2517.934632708642,4038.25756520472,777.3089865048415,January,Saturday
1976-02-29,1008.8588157415312,2561.0846693279227,3766.4820617009386,773.2386016015067,February,Sunday
1976-03-31,898.8850374318228,2453.826235851509,3707.596252276017,694.8029302478144,March,Wednesday
1976-04-30,869.6069470712636,2518.9577385859925,3789.7947275016236,718.7146896237955,April,Friday
1976-05-31,882.90497700126,2803.7400043769608,3732.725702733825,769.4949341946647,May,Monday
1976-06-30,953.0649622195276,2798.0500627971596,3976.055774758587,706.7292643871268,June,Wednesday
1976-07-31,902.0764659929335,2444.1336882444425,3845.670615251887,693.1088514515848,July,Saturday
1976-08-31,1018.58367789745,2654.26818594733,4232.231698849404,703.7141527268545,August,Tuesday
1976-09-30,952.6117300849835,2722.90565826501,3848.030527099711,730.7237265015237,September,Thursday
1976-10-31,958.8883215918474,2513.2353242254326,4245.176215984911,684.5937665587676,October,Sunday
1976-11-30,870.2636491001225,2511.7951023253654,3699.654230629796,684.397422768627,November,Tuesday
1976-12-31,859.4452465661418,2468.9454583388124,4116.131710266655,722.0269793018276,December,Friday
1977-01-31,964.9643934145228,2649.5517438566976,4061.0311984693017,679.2753656951663,January,Monday
1977-02-28,857.221510091625,2843.7639875028517,3738.9810206346656,711.7472606448728,February,Monday
1977-03-31,870.88426932908,2842.985979556053,3982.585335275529,677.694410193428,March,Thursday
1977-04-30,975.2733857260562,2724.4116082042515,4082.9268611235434,788.0096503242588,April,Saturday
1977-05-31,1016.8718273172913,2638.1029057974415,4095.793794620459,784.5351484808815,May,Tuesday
1977-06-30,845.9197517843461,2609.376914637478,3960.6562539950473,712.4255648272642,June,Thursday
1977-07-31,987.8054895930393,2770.7629827096976,4187.206432598664,697.474099373791,July,Sunday
1977-08-31,952.529916339166,2569.082644145581,4021.7599464680575,775.208894977466,August,Wednesday
1977-09-30,894.5701867464002,2554.5854158733728,4232.42830969524,731.0902344558214,September,Friday
1977-10-31,980.2534108398618,2674.60908634489,3741.291232702275,776.5032289358379,October,Monday
1977-11-30,927.3453098177125,2757.570829285589,3960.4315940782867,743.5798837919131,November,Wednesday
1977-12-31,847.7571540241304,2467.630806101018,3656.9005202471744,771.1657265462932,December,Saturday
1978-01-31,977.4069728703674,2565.046438160413,3759.4061787084233,717.5422358064154,January,Tuesday
1978-02-28,964.5832730267529,2832.297414637175,3666.2490603198075,730.0349050902435,February,Tuesday
1978-03-31,993.5364824671822,2524.7105959250807,4053.1208192498157,739.7283631854159,March,Friday
1978-04-30,990.0204765224942,2472.113736431978,3936.641880014643,716.4183639152635,April,Sunday
1978-05-31,915.9211028995094,2741.494944636269,3831.6114922811,778.2131793254302,May,Wednesday
1978-06-30,842.4231705791277,2794.0994414090833,3860.021349307686,734.2059405898315,June,Friday
1978-07-31,925.747401391103,2425.959061100923,3933.0635069808654,742.092841672664,July,Monday
1978-08-31,957.7680852573991,2684.2072711321093,4117.718221100112,787.81557825118,August,Thursday
1978-09-30,927.5467777724775,2430.681165070565,4111.422908964478,711.3246424169791,September,Saturday
1978-10-31,848.9899281729788,2439.5186886131814,3634.9120661600155,754.3545429482897,October,Tuesday
1978-11-30,899.6304012103266,2779.287589182027,4112.9885481156925,777.3312210764964,November,Thursday
1978-12-31,974.9820074438339,2844.3564211348007,3709.470356090588,710.2694623610877,December,Sunday
1979-01-31,923.9708590015763,2708.571558184677,3661.5834551937705,726.3514058000748,January,Wednesday
1979-02-28,955.0753411633144,2631.791391209159,4246.475189634274,739.6965186699637,February,Wednesday
1979-03-31,873.1267605532344,2551.9432085977896,4111.431404695329,701.5207736592184,March,Saturday
1979-04-30,996.3912231722564,2699.0819481208932,4125.9833455514445,708.6164939303275,April,Monday
1979-05-31,952.6161978733666,2527.2022628140317,3963.0794684064354,718.3728737788491,May,Thursday
1979-06-30,955.3011653704049,2567.1965368867964,4256.413043452269,768.4169194561961,June,Saturday
1979-07-31,970.5324174474358,2451.1412864507374,4089.240545917647,786.7731226678874,July,Tuesday
1979-08-31,895.3721947334864,2425.016159486843,4068.209423294374,781.7876523158344,August,Friday
1979-09-30,926.9778015715448,2622.2072833518737,3855.5880091891604,720.860123022207,September,Sunday
1979-10-31,940.9197061560269,2571.776364841171,3834.0404275835663,719.7604441305289,October,Wednesday
1979-11-30,894.9767559362078,2815.538796211364,4061.727520651147,721.3138371897885,November,Friday
1979-12-31,910.5046596266726,2488.9095617997195,4264.945907377275,783.4272385825907,December,Monday
1980-01-31,983.0377137834943,2660.9255245793565,3641.8739319344145,771.6856836834568,January,Thursday
1980-02-29,862.0243332297805,2498.047405309934,3938.6390912982324,789.3729037044232,February,Friday
1980-03-31,966.3913022650223,2453.509725254907,4202.47609182343,788.7257739907741,March,Monday
1980-04-30,990.2012899959324,2839.013166903692,3665.5304349790604,707.1940145434143,April,Wednesday
1980-05-31,949.3634032943532,2485.1544270541517,3777.112303229767,728.8583771172163,May,Saturday
1980-06-30,923.1398263423974,2581.192376041024,3891.8016255024577,685.6980648847739,June,Monday
1980-07-31,986.1980060043713,2619.169725958002,3867.5289919943334,741.344650189793,July,Thursday
1980-08-31,856.4255543481519,2495.0968519680505,4185.442776176174,759.5055209730082,August,Sunday
1980-09-30,918.1892402343103,2720.7897122432873,3965.721455652979,754.76072797955,September,Tuesday
1980-10-31,967.2780957422043,2439.1483745771757,3986.381725317682,741.344650189793,October,Friday
1980-11-30,895.3125172299476,2540.8548043105716,3757.999881769156,726.3495137620246,November,Sunday
1980-12-31,962.4024748588014,2715.041110589065,4072.344191886437,676.5513114863152,December,Wednesday
1981-01-31,995.0892379887226,2481.8044777677032,3940.203254112591,763.1760484663008,January,Saturday
1981-02-28,867.1091155622703,2494.905448689029,4033.516528690601,776.732930456518,February,Saturday
1981-03-31,993.045157829398,2445.2693832704344,4265.223526697144,729.8047748679026,March,Tuesday
1981-04-30,841.5188473665752,2641.7797155096696,3648.1364533515184,707.8242067731815,April,Thursday
1981-05-31,958.9119666913393,2730.4845247292037,3699.778015771694,731.2548124333434,May,Sunday
1981-06-30,1016.0971061471802,2455.035461817974,4017.954807924739,729.8500764401733,June,Tuesday
1981-07-31,875.7963871504851,2497.848714990123,3759.6972431969084,708.1746246828471,July,Friday
1981-08-31,903.3101699629763,2838.747360256618,3792.7612187856316,709.3792710415895,August,Monday
1981-09-30,881.3232200853137,2633.4242984850844,4245.074103874818,781.0564857350713,September,Wednesday
1981-10-31,980.0210054295659,2737.204704960675,3991.0794420470233,754.5605166039434,October,Saturday
1981-11-30,845.1213796119409,2758.311020872194,4047.4431036255746,676.540376146759,November,Monday
1981-12-31,935.9086405810613,2510.358722182622,3914.120719435622,721.8003507148558,December,Thursday
1982-01-31,965.1150409771778,2442.6181471402706,3730.6338223633825,678.7547314161101,January,Sunday
1982-02-28,864.441488320293,2594.7450789772865,3957.7699213819897,747.6045057779476,February,Sunday
1982-03-31,935.1442363848723,2424.1836821874226,4178.459076126737,698.8440472442797,March,Wednesday
1982-04-30,844.5471223202871,2616.434185680136,3825.598607438664,716.342816679944,April,Friday
1982-05-31,942.4482831403749,2492.1258355656405,4111.431404695329,694.8384883630923,May,Monday
1982-06-30,934.0000765056491,2596.79682183065,3945.3366449774794,718.191101324945,June,Wednesday
1982-07-31,916.6920631558166,2651.3603221430803,4060.8246393481486,738.1390100184435,July,Saturday
1982-08-31,881.6591455374123,2542.6019753203095,3894.8351103601626,755.499784539074,August,Tuesday
1982-09-30,984.4889084483179,2763.1211885580733,3904.464144206174,718.2210001926935,September,Thursday
1982-10-31,919.0726255811996,2645.2375793531564,3666.544691179141,722.7047348311531,October,Sunday
1982-11-30,884.0427213501861,2849.478771840423,4053.276795786347,784.1521410286903,November,Tuesday
1982-12-31,860.280061684795,2543.3135635421527,4253.64059929353,716.0521464060387,December,Friday
1983-01-31,846.0207285440783,2511.085783436275,4229.515026571561,678.6081989275616,January,Monday
1983-02-28,943.3784975524349,2808.5616481877037,4081.1746737647322,722.2137602002791,February,Monday
1983-03-31,869.6636051950667,2572.6542076557703,3994.083054701523,741.2247429421093,March,Thursday
1983-04-30,870.9647290786262,2510.0836470214376,3737.4297498669057,699.5537134051314,April,Saturday
1983-05-31,979.361580115829,2822.366991878161,3910.9341102878207,708.2133375137843,May,Tuesday
1983-06-30,847.8907438707549,2707.200172906952,3731.231914333628,709.5856427111879,June,Thursday
1983-07-31,956.6568143162553,2795.0737352819388,4029.293013529632,691.239317321767,July,Sunday
1983-08-31,847.4482775685831,2614.578926715807,3963.2625187357967,700.3899916149489,August,Wednesday
1983-09-30,935.5683449041876,2489.319309802508,3918.9445709745055,731.5206019578695,September,Friday
1983-10-31,1015.9351637248388,2748.312612470677,3738.104827331898,769.0328105928016,October,Monday
1983-11-30,995.6559517852552,2543.785149816082,3768.1325294027706,746.4236341050713,November,Wednesday
1983-12-31,851.0970262584191,2467.2486670554335,3709.348649071418,707.1589872139876,December,Saturday
1984-01-31,863.7619926563099,2714.47111087337,4192.251683084322,787.0128878132566,January,Tuesday
1984-02-29,846.1352295869491,2640.0275379283758,4266.7728321406275,788.0409017660868,February,Wednesday
1984-03-31,986.9891052976243,2462.055355486242,3874.564847137534,762.1080856109746,March,Saturday
1984-04-30,975.0154587289508,2467.6508688925082,4169.830686426809,733.8647353128545,April,Monday
1984-05-31,907.5883272645559,2693.2731074122685,3882.1317846471443,753.7799723779627,May,Thursday
1984-06-30,976.8132789009369,2468.309414396926,3765.884832596384,750.8921833431793,June,Saturday
1984-07-31,1021.1003711694699,2541.587711310646,3756.4106977683696,774.898431604973,July,Tuesday
1984-08-31,989.280848895367,2553.5020217059996,4157.70939513914,740.4130097825973,August,Friday
1984-09-30,863.3847817051263,2805.374462053371,3647.1147287839226,738.295780376067,September,Sunday
1984-10-31,966.1702574719404,2819.9525847323275,4209.577010946359,754.246452319297,October,Wednesday
1984-11-30,1001.0464265768742,2656.183984600833,3977.4527479187436,723.0860282005937,November,Friday
1984-12-31,1006.9904304797969,2674.1499481227916,3938.8387327465207,711.395550822163,December,Monday
1985-01-31,892.7070976528569,2718.6775382550313,4238.084105472326,722.1504055280235,January,Thursday
1985-02-28,1018.6997315635324,2734.9423840971003,4170.999129595994,746.1910980693044,February,Thursday
1985-03-31,967.8352810865736,2547.7136124910407,3910.4652434986097,745.4359695299594,March,Sunday
1985-04-30,888.2280090893612,2609.1559720690925,4185.8519610591375,753.4783815085583,April,Tuesday
1985-05-31,851.0826343393001,2791.461500735115,4255.993196411462,772.7344295594933,May,Friday
1985-06-30,973.8536567548636,2634.4695280123588,3700.0607536500424,709.3340772619676,June,Sunday
1985-07-31,982.0460245888938,2815.8402640794075,4147.770474029865,683.8928353774912,July,Wednesday
1985-08-31,935.9648305710274,2459.5436431158564,3961.8985097235745,771.5522074955015,August,Saturday
1985-09-30,1010.3445200913409,2551.56533695935,4075.4726578907585,755.8512515110846,September,Monday
1985-10-31,974.6853556586968,2515.7554966784555,4154.108568513762,777.0523469773054,October,Thursday
1985-11-30,901.2645321442378,2780.1676800131536,3827.2513586284717,778.5374654550922,November,Saturday
1985-12-31,991.5470595285576,2440.6245155090946,3763.1551107872974,691.7475545169902,December,Tuesday
1986-01-31,956.427739719462,2818.8950379111284,3910.4652434986097,702.1757133075578,January,Friday
1986-02-28,960.6968638866267,2602.6399719791607,3932.7835261028254,754.6553847219807,February,Friday
1986-03-31,940.9267605580669,2564.050512289,3759.169001725842,733.9859156505814,March,Monday
1986-04-30,1011.6251325748001,2639.678023283458,3658.6959401412005,768.645786809441,April,Wednesday
1986-05-31,959.0032739195855,2690.7510340611884,3969.1454170996,731.6414421132307,May,Saturday
1986-06-30,883.042616240238,2521.916188903161,3682.2589354244756,775.6648418173313,June,Monday
1986-07-31,961.0122434179812,2814.482671422705,3894.5864634730624,711.9925841658162,July,Thursday
1986-08-31,844.121839506952,2545.1407550448853,4175.470315192473,684.1696368897257,August,Sunday
1986-09-30,1013.5115844287814,2660.2145966196003,3972.0576711219633,707.2907712720324,September,Tuesday
1986-10-31,920.3136515979035,2526.9386065443978,3915.83241694194,789.4041895449332,October,Friday
1986-11-30,847.4300554187714,2804.3353543243284,3855.958828644654,717.5715183752808,November,Sunday
1986-12-31,903.0931920147875,2506.3634989398915,3773.4228892563196,731.158069792547,December,Wednesday
1987-01-31,1002.3031707191496,2715.5456121017696,3845.599282617796,769.4545870082222,January,Saturday
1987-02-28,970.8656607840242,2462.4874867557905,3856.0312883980455,762.0820743693642,February,Saturday
1987-03-31,884.134896678679,2573.0617217912454,3826.9063560768686,772.2729927249617,March,Tuesday
1987-04-30,875.8890940079178,2627.6661048770493,4006.798668512149,678.5677040449407,April,Thursday
1987-05-31,934.2164490950779,2447.2662197599675,3987.229488220025,734.1150413248369,May,Sunday
1987-06-30,844.9071478599164,2575.5669346388268,3810.0630373641266,764.7078640565752,June,Tuesday
1987-07-31,850.8846171753268,2606.7808067291394,4218.679787992537,722.5403706242062,July,Friday
1987-08-31,981.3114424349296,2655.7720432122346,4127.6526842921485,743.0721348625999,August,Monday
1987-09-30,904.1205863269719,2532.8969913876226,4161.760335989852,692.456027008616,September,Wednesday
1987-10-31,867.5993470048338,2799.883475010805,3812.4841112801664,768.7883391160061,October,Saturday
1987-11-30,979.4021000491634,2463.002769107815,4033.448968867548,746.7058182608013,November,Monday
1987-12-31,892.8206382634197,2455.8878830605545,3885.090614942653,738.0755475206058,December,Thursday
1988-01-31,904.8078960851856,2495.55919971567,3660.551721161497,722.968756769473,January,Sunday
1988-02-29,923.7907261710557,2713.71121757454,3672.0515707076547,729.1630816551959,February,Monday
1988-03-31,942.8951990146894,2642.6522375650707,4064.2037259753456,767.184173995282,March,Thursday
1988-04-30,931.6632083740724,2453.509725254907,3746.9261700274624,727.1169297395287,April,Saturday
1988-05-31,968.9884925495389,2582.0954829101393,4201.773327464944,729.8047748679026,May,Tuesday
1988-06-30,906.2658468484518,2726.776212943147,3835.697314539808,696.9006523877399,June,Thursday
1988-07-31,842.4534207252547,2479.0934473972848,3830.0101832816767,721.8501327111017,July,Sunday
1988-08-31,991.0256881794376,2512.347274656321,3965.452125313789,723.7912075710857,August,Wednesday
1988-09-30,913.9620404386259,2842.074423344563,4208.082176725712,782.9497886237198,September,Friday
1988-10-31,926.8987175701299,2731.826468314637,3990.9996248280204,721.6142546907429,October,Monday
1988-11-30,1015.7225156310305,2570.526621683313,4023.6521764648223,729.052147791121,November,Wednesday
1988-12-31,959.8912824673586,2597.551922359078,3993.67046633492,763.8254496545261,December,Saturday
1989-01-31,998.6686894134119,2774.926303958484,4075.92010229493,777.3025341786042,January,Tuesday
1989-02-28,925.8784101965828,2516.2624139330783,3645.3328209532783,762.553289006647,February,Tuesday
1989-03-31,870.8160141206752,2445.0501962226112,4017.495117250543,728.2216750049317,March,Friday
1989-04-30,968.559511893347,2821.8512567279517,4124.491462432018,755.4562019823152,April,Sunday
1989-05-31,842.8524086109252,2591.588455832932,4211.09707102219,754.2510259637727,May,Wednesday
1989-06-30,839.7346332274317,2723.946816915438,3688.4350001486073,759.3623915005983,June,Friday
1989-07-31,998.7751648762043,2427.063382527911,4246.79404606234,723.9976143385392,July,Monday
1989-08-31,988.479997684793,2671.151419960436,3855.099804677883,742.0604305041572,August,Thursday
1989-09-30,947.4531915051721,2515.5423316704523,3863.263703142514,682.7042723874534,September,Saturday
1989-10-31,932.8273653291016,2775.936121100918,4263.938496923893,732.8096996629899,October,Tuesday
1989-11-30,851.1339197934304,2674.807320024981,3741.567222435784,719.0176986246871,November,Thursday
1989-12-31,961.9572128143803,2658.5926132824575,3976.7761212728105,749.0446014561462,December,Sunday
1990-01-31,858.7008235623381,2781.313976758381,3909.6768092671064,771.9796154812346,January,Wednesday
1990-02-28,1001.150997592871,2502.8058765674014,4019.9544905111115,698.6327242125841,February,Wednesday
1990-03-31,930.663872069172,2842.1246090501295,3708.2507038280755,704.283000555933,March,Saturday
1990-04-30,903.1807135363599,2800.8801672434997,3727.3059122725567,737.3067232664874,April,Monday
1990-05-31,879.961272538889,2507.363378115293,4267.827124801834,709.7652935463439,May,Thursday
1990-06-30,866.0864735005408,2548.193443740418,4217.214409163166,771.1322264772548,June,Saturday
1990-07-31,998.3252641799588,2620.559271778574,4258.893635152556,750.6966582905034,July,Tuesday
1990-08-31,888.1499377768392,2775.059481421284,4056.463534800268,701.4435188286394,August,Friday
1990-09-30,849.0390146785411,2574.6233738231513,3924.0580357058084,769.3106955909627,September,Sunday
1990-10-31,862.3451931052523,2750.118677099039,4155.556586538879,787.0128878132566,October,Wednesday
1990-11-30,864.6743559351412,2533.2627486959605,3929.90111356908,727.0558632526969,November,Friday
1990-12-31,952.2450218018341,2645.8705294910937,3773.9641496278527,769.4949341946647,December,Monday
1991-01-31,848.8342783353789,2741.167022209822,4123.286971245707,686.4780693285919,January,Thursday
1991-02-28,993.5681438036677,2728.6081768051126,3830.456594004726,786.518456893082,February,Thursday
1991-03-31,1012.0069397255882,2499.9854546267516,4077.896724318528,773.8068072344736,March,Sunday
1991-04-30,919.3728143226804,2699.589737728945,3666.589945227613,773.0291812672064,April,Tuesday
1991-05-31,985.1221049317192,2571.820243855705,4241.080392465823,746.0556984349763,May,Friday
1991-06-30,844.5017188293567,2602.1592938032163,3796.181989778845,771.8935598038192,June,Sunday
1991-07-31,1018.7226769344487,2704.9914420547034,4158.179991461914,702.4926326578068,July,Wednesday
1991-08-31,857.4711454316644,2620.679618061392,4034.7795856355015,780.467008668323,August,Saturday
1991-09-30,890.6437299323406,2729.9887128895284,4160.03954845724,786.031252415211,September,Monday
1991-10-31,930.1175634353667,2573.522011841832,4022.466942526913,713.6626426109838,October,Thursday
1991-11-30,932.594590421874,2437.8921907570857,3657.2142316350373,740.0273057643343,November,Saturday
1991-12-31,873.380656643469,2425.7716503682004,3939.6603627760815,733.2200565171751,December,Tuesday
1992-01-31,927.1608838568602,2637.0558692778104,3801.5797053641136,753.6927355580051,January,Friday
1992-02-29,848.640722677406,2718.7977204871777,3805.2941207022272,721.5259008620801,February,Saturday
1992-03-31,870.2636491001225,2435.6605417507158,3976.6806818174477,691.7954191863882,March,Tuesday
1992-04-30,863.1560004457476,2555.8705296083635,3654.1683550403063,724.3267668582424,April,Thursday
1992-05-31,870.8394779235167,2566.7464276822348,3918.7280643422237,737.6069720111714,May,Sunday
1992-06-30,851.0054884742265,2486.34672632592,4093.159331070673,722.2094786441537,June,Tuesday
1992-07-31,886.3723535303578,2755.7140383840715,4161.299401069413,685.4810563781452,July,Friday
1992-08-31,1016.4526075641575,2469.3328034583697,4191.815728435915,688.9608990710782,August,Monday
1992-09-30,990.5392871988878,2837.9221439023313,4261.863084890935,744.9770359047227,September,Wednesday
1992-10-31,1009.4940854185322,2513.6168016974384,4246.469875740904,749.5380997272217,October,Saturday
1992-11-30,881.1663788081296,2447.3493646692973,4038.3907661624744,751.7651280750252,November,Monday
1992-12-31,1001.491694838649,2734.0585084177555,4042.386209303819,685.4267512659596,December,Thursday
1993-01-31,906.0319194463065,2555.262603483565,4245.108897050844,732.052447226398,January,Sunday
1993-02-28,857.8256204845017,2457.322555751773,4265.69227956849,767.87004115368,February,Sunday
1993-03-31,1011.0887150734168,2760.2519366727333,3733.011254410018,682.8877356416923,March,Wednesday
1993-04-30,993.7090493900598,2597.9297286951078,4019.1586079143362,747.7820877251282,April,Friday
1993-05-31,1000.3567704629395,2596.0466403312994,3984.386966957042,778.4049273469905,May,Monday
1993-06-30,1004.7796351622642,2563.7159455921847,4202.51245853107,769.5886577749159,June,Wednesday
1993-07-31,929.3238081240743,2475.722605823718,4154.681425631203,746.240902757318,July,Saturday
1993-08-31,955.5058795165186,2737.630952742365,4149.675298249685,728.1160114774794,August,Tuesday
1993-09-30,979.3242288746151,2565.943267923119,3662.169012621327,717.2334529580411,September,Thursday
1993-10-31,938.6836789080071,2490.2456336810774,3636.7574679470868,763.4625776638965,October,Sunday
1993-11-30,902.0207402788416,2771.5395363707926,4062.1137588849115,692.8985638921765,November,Tuesday
1993-12-31,919.0726255811996,2762.737124835244,3656.1930979386348,747.1142817662336,December,Friday
1994-01-31,939.9405652407648,2642.7893761092378,4114.549085465453,774.0262138105295,January,Monday
1994-02-28,849.0390146785411,2517.260893267255,3775.5831053764387,756.19982053836,February,Monday
1994-03-31,839.6255840258351,2744.1511517719955,4180.1456813393415,687.4475717079741,March,Thursday
1994-04-30,880.0874221289303,2747.6430500924594,3641.81749275443,676.7171665018741,April,Saturday
1994-05-31,880.3126420934664,2688.663734544824,4223.071557817119,776.5172828281969,May,Tuesday
1994-06-30,968.2587875725452,2762.737124835244,3679.6471210123914,718.6140866202318,June,Thursday
1994-07-31,943.1796882886316,2677.3063673384577,3850.475547023976,766.8459825144265,July,Sunday
1994-08-31,964.5764390770657,2814.5373110530354,4057.397761325178,747.6626470649628,August,Wednesday
1994-09-30,895.7407553732315,2508.5299360082654,4247.239362412601,783.5037110827684,September,Friday
1994-10-31,935.9218917937284,2542.5683656822202,3877.3142476746884,717.0723284786039,October,Monday
1994-11-30,900.0498534593788,2719.440989432534,3664.687970019048,684.7217776460515,November,Wednesday
1994-12-31,1014.7025674767137,2732.8021501009603,4183.487328212478,730.5966955986455,December,Saturday
1995-01-31,935.3625048725979,2622.2118486560594,3977.7405160401036,758.2066905895313,January,Tuesday
1995-02-28,1010.8233570221262,2509.289637850649,3978.2120099032904,743.7095524840962,February,Tuesday
1995-03-31,1020.4513717953364,2793.7746235135173,4197.113320055065,733.4723883436645,March,Friday
1995-04-30,860.2065064171768,2482.3667007572762,4038.5653686393803,719.0962953474678,April,Sunday
1995-05-31,901.7790880622716,2525.8819785859446,3737.300779849949,737.2332354387371,May,Wednesday
1995-06-30,937.2491714790026,2426.313637877395,3933.602739376647,690.9442751851424,June,Friday
1995-07-31,988.7740272115734,2498.6228528087795,4011.8477705959835,703.5900827458483,July,Monday
1995-08-31,885.4397537454286,2500.1763042943653,4200.674744460502,708.0158151776766,August,Thursday
1995-09-30,930.768915003941,2532.43992028108,3692.2619784962194,679.9448848168026,September,Saturday
1995-10-31,965.4653517243432,2832.499153894919,3761.141638761359,691.2610222495847,October,Tuesday
1995-11-30,1004.8674663610361,2787.619726437856,4002.05728033491,680.752406310671,November,Thursday
1995-12-31,895.0614201664799,2509.65573125299,4059.042491024929,700.6933844131731,December,Sunday
1996-01-31,1013.2266129317468,2631.791391209159,4256.900299020264,740.2167440661386,January,Wednesday
1996-02-29,989.5016533632485,2805.7412541000595,4177.101104605055,713.3380920664675,February,Thursday
1996-03-31,922.3426239611615,2527.357886930014,3707.4441764612225,755.9433050767425,March,Sunday
1996-04-30,874.5463527519012,2460.4283280331183,4145.109484559842,755.7353108119219,April,Tuesday
